name,age,country,year,Date_Given,sports,gold_medal,silver_medal,brone_medal,total_medal,New_name
Gerd Kanter,29.0,Estonia,2008,2008-08-24,Athletics,1,0,0,1,Gerd Kanter
Anastasiya Kapachinskaya,28.0,Russia,2008,2008-08-24,Athletics,0,1,0,1,Anastasiya Kapachinskaya
Tsegaye Kebede,21.0,Ethiopia,2008,2008-08-24,Athletics,0,0,1,1,Tsegaye Kebede
Gloria Kemasoude,28.0,Nigeria,2008,2008-08-24,Athletics,0,0,1,1,Gloria Kemasoude
Nataliya Khoronenko-Mikhnevich,26.0,Belarus,2008,2008-08-24,Athletics,0,1,0,1,Nataliya Khoronenko Mikhnevich
Eliud Kipchoge,23.0,Kenya,2008,2008-08-24,Athletics,0,1,0,1,Eliud Kipchoge
Asbel Kiprop,19.0,Kenya,2008,2008-08-24,Athletics,1,0,0,1,Asbel Kiprop
Brimin Kipruto,23.0,Kenya,2008,2008-08-24,Athletics,1,0,0,1,Brimin Kipruto
Micah Kogo,22.0,Kenya,2008,2008-08-24,Athletics,0,0,1,1,Micah Kogo
Anton Kokorin,21.0,Russia,2008,2008-08-24,Athletics,0,0,1,1,Anton Kokorin
Ainars Kovals,26.0,Latvia,2008,2008-08-24,Athletics,0,1,0,1,Ainars Kovals
Primož Kozmus,28.0,Slovenia,2008,2008-08-24,Athletics,1,0,0,1,Primoz Kozmus
Andrey Kravchenko,22.0,Belarus,2008,2008-08-24,Athletics,0,1,0,1,Andrey Kravchenko
Nancy Langat,26.0,Kenya,2008,2008-08-24,Athletics,1,0,0,1,Nancy Langat
Iryna Lishchynska,32.0,Ukraine,2008,2008-08-24,Athletics,0,1,0,1,Iryna Lishchynska
Lyudmila Litvinova,23.0,Russia,2008,2008-08-24,Athletics,0,1,0,1,Lyudmila Litvinova
Shereefa Lloyd,25.0,Jamaica,2008,2008-08-24,Athletics,0,0,1,1,Shereefa Lloyd
Priscilla Lopes-Schliep,25.0,Canada,2008,2008-08-24,Athletics,0,0,1,1,Priscilla Lopes Schliep
Yevgeniy Lukyanenko,23.0,Russia,2008,2008-08-24,Athletics,0,1,0,1,Yevgeniy Lukyanenko
Maurren Maggi,32.0,Brazil,2008,2008-08-24,Athletics,1,0,0,1,Maurren Maggi
Tomasz Majewski,26.0,Poland,2008,2008-08-24,Athletics,1,0,0,1,Tomasz Majewski
Hanna Mariën,26.0,Belgium,2008,2008-08-24,Athletics,0,1,0,1,Hanna Marien
Germaine Mason,25.0,Great Britain,2008,2008-08-24,Athletics,0,1,0,1,Germaine Mason
Richard Mateelong,24.0,Kenya,2008,2008-08-24,Athletics,0,0,1,1,Richard Mateelong
Michael Mathieu,24.0,Bahamas,2008,2008-08-24,Athletics,0,1,0,1,Michael Mathieu
Piotr Malachowski,25.0,Poland,2008,2008-08-24,Athletics,0,1,0,1,Piotr Malachowski
Françoise Mbango,32.0,Cameroon,2008,2008-08-24,Athletics,1,0,0,1,Francoise Mbango
Sally McLellan-Pearson,21.0,Australia,2008,2008-08-24,Athletics,0,1,0,1,Sally McLellan Pearson
Mahiedine Mekhissi-Benabbad,23.0,France,2008,2008-08-24,Athletics,0,1,0,1,Mahiedine Mekhissi Benabbad
Oksana Menkova,26.0,Belarus,2008,2008-08-24,Athletics,1,0,0,1,Oksana Menkova
Yelena Migunova,24.0,Russia,2008,2008-08-24,Athletics,0,1,0,1,Yelena Migunova
Andrey Mikhnevich,32.0,Belarus,2008,2008-08-24,Athletics,0,0,1,1,Andrey Mikhnevich
Ramon Miller,21.0,Bahamas,2008,2008-08-24,Athletics,0,1,0,1,Ramon Miller
Godfrey Khotso Mokoena,23.0,South Africa,2008,2008-08-24,Athletics,0,1,0,1,Godfrey Khotso Mokoena
Avard Moncur,29.0,Bahamas,2008,2008-08-24,Athletics,0,1,0,1,Avard Moncur
Yipsi Moreno,27.0,Cuba,2008,2008-08-24,Athletics,0,1,0,1,Yipsi Moreno
Catherine Ndereba,36.0,Kenya,2008,2008-08-24,Athletics,0,1,0,1,Catherine Ndereba
Denis Nizhegorodov,28.0,Russia,2008,2008-08-24,Athletics,0,0,1,1,Denis Nizhegorodov
Christina Obergföll,26.0,Germany,2008,2008-08-24,Athletics,0,0,1,1,Christina Obergfoll
Christine Ohuruogu,24.0,Great Britain,2008,2008-08-24,Athletics,1,0,0,1,Christine Ohuruogu
Blessing Okagbare,19.0,Nigeria,2008,2008-08-24,Athletics,0,0,1,1,Blessing Okagbare
David Oliver,26.0,United States,2008,2008-08-24,Athletics,0,0,1,1,David Oliver
Damola Osayomi,22.0,Nigeria,2008,2008-08-24,Athletics,0,0,1,1,Damola Osayomi
Agnes Osazuwa,19.0,Nigeria,2008,2008-08-24,Athletics,0,0,1,1,Agnes Osazuwa
Nadezhda Ostapchuk,27.0,Belarus,2008,2008-08-24,Athletics,0,0,1,1,Nadezhda Ostapchuk
Élodie Ouédraogo,27.0,Belgium,2008,2008-08-24,Athletics,0,1,0,1,Elodie Ouedraogo
David Payne,26.0,United States,2008,2008-08-24,Athletics,0,1,0,1,David Payne
Jefferson Pérez,34.0,Ecuador,2008,2008-08-24,Athletics,0,1,0,1,Jefferson Perez
Tero Pitkämäki,25.0,Finland,2008,2008-08-24,Athletics,0,0,1,1,Tero Pitkamaki
Yevgeniya Polyakova,25.0,Russia,2008,2008-08-24,Athletics,1,0,0,1,Yevgeniya Polyakova
Asafa Powell,25.0,Jamaica,2008,2008-08-24,Athletics,1,0,0,1,Asafa Powell
Elisa Rigaudo,28.0,Italy,2008,2008-08-24,Athletics,0,0,1,1,Elisa Rigaudo
Dayron Robles,21.0,Cuba,2008,2008-08-24,Athletics,1,0,0,1,Dayron Robles
Yaroslav Rybakov,27.0,Russia,2008,2008-08-24,Athletics,0,0,1,1,Yaroslav Rybakov
Irving Saladino,25.0,Panama,2008,2008-08-24,Athletics,1,0,0,1,Irving Saladino
Gulnara Samitova-Galkina,30.0,Russia,2008,2008-08-24,Athletics,1,0,0,1,Gulnara Samitova Galkina
Leevan Sands,27.0,Bahamas,2008,2008-08-24,Athletics,0,0,1,1,Leevan Sands
Alex Schwazer,23.0,Italy,2008,2008-08-24,Athletics,1,0,0,1,Alex Schwazer
Sileshi Sihine,25.0,Ethiopia,2008,2008-08-24,Athletics,0,1,0,1,Sileshi Sihine
Andrey Silnov,23.0,Russia,2008,2008-08-24,Athletics,1,0,0,1,Andrey Silnov
Sherone Simpson,24.0,Jamaica,2008,2008-08-24,Athletics,0,1,0,1,Sherone Simpson
Edwin Soi,22.0,Kenya,2008,2008-08-24,Athletics,0,0,1,1,Edwin Soi
Barbora Špotáková,27.0,Czech Republic,2008,2008-08-24,Athletics,1,0,0,1,Barbora Spotakova
Jenn Stuczynski-Suhr,26.0,United States,2008,2008-08-24,Athletics,0,1,0,1,Jenn Stuczynski Suhr
Leonel Suárez,20.0,Cuba,2008,2008-08-24,Athletics,0,0,1,1,Leonel Suarez
Shingo Suetsugu,28.0,Japan,2008,2008-08-24,Athletics,0,0,1,1,Shingo Suetsugu
Shinji Takahira,24.0,Japan,2008,2008-08-24,Athletics,0,0,1,1,Shinji Takahira
Dwight Thomas,27.0,Jamaica,2008,2008-08-24,Athletics,1,0,0,1,Dwight Thomas
Andreas Thorkildsen,26.0,Norway,2008,2008-08-24,Athletics,1,0,0,1,Andreas Thorkildsen
Ivan Tikhon,32.0,Belarus,2008,2008-08-24,Athletics,0,0,1,1,Ivan Tikhon
Nataliya Tobias,27.0,Ukraine,2008,2008-08-24,Athletics,0,0,1,1,Nataliya Tobias
Naoki Tsukahara,23.0,Japan,2008,2008-08-24,Athletics,0,0,1,1,Naoki Tsukahara
Kjersti Tysse-Plätzer,36.0,Norway,2008,2008-08-24,Athletics,0,1,0,1,Kjersti Tysse Platzer
Tatyana Veshkurova,26.0,Russia,2008,2008-08-24,Athletics,0,1,0,1,Tatyana Veshkurova
Blanka Vlašic,24.0,Croatia,2008,2008-08-24,Athletics,0,1,0,1,Blanka Vlasic
Yekaterina Volkova,30.0,Russia,2008,2008-08-24,Athletics,0,0,1,1,Yekaterina Volkova
Melaine Walker,25.0,Jamaica,2008,2008-08-24,Athletics,1,0,0,1,Melaine Walker
Sammy Wanjiru,21.0,Kenya,2008,2008-08-24,Athletics,1,0,0,1,Sammy Wanjiru
Rosemarie Whyte,21.0,Jamaica,2008,2008-08-24,Athletics,0,0,1,1,Rosemarie Whyte
Bobby-Gaye Wilkins,19.0,Jamaica,2008,2008-08-24,Athletics,0,0,1,1,Bobby Gaye Wilkins
Andrae Williams,25.0,Bahamas,2008,2008-08-24,Athletics,0,1,0,1,Andrae Williams
Novlene Williams-Mills,26.0,Jamaica,2008,2008-08-24,Athletics,0,0,1,1,Novlene Williams Mills
Nick Willis,25.0,New Zealand,2008,2008-08-24,Athletics,0,1,0,1,Nick Willis
Mary Wineberg,28.0,United States,2008,2008-08-24,Athletics,1,0,0,1,Mary Wineberg
Regi Witherspoon,23.0,United States,2008,2008-08-24,Athletics,1,0,0,1,Regi Witherspoon
Alfred Kirwa Yego,21.0,Kenya,2008,2008-08-24,Athletics,0,0,1,1,Alfred Kirwa Yego
Denys Yurchenko,30.0,Ukraine,2008,2008-08-24,Athletics,0,0,1,1,Denys Yurchenko
Zhang Wenxiu,32.0,China,2008,2008-08-24,Athletics,0,0,1,1,Zhang Wenxiu
Zhou Chunxiu,29.0,China,2008,2008-08-24,Athletics,0,0,1,1,Zhou Chunxiu
Virgilijus Alekna,32.0,Lithuania,2004,2004-08-29,Athletics,1,0,0,1,Virgilijus Alekna
Deji Aliu,28.0,Nigeria,2004,2004-08-29,Athletics,0,0,1,1,Deji Aliu
Esref Apak,22.0,Turkey,2004,2004-08-29,Athletics,0,0,1,1,Esref Apak
Christine Arron,30.0,France,2004,2004-08-29,Athletics,0,0,1,1,Christine Arron
Musa Audu,24.0,Nigeria,2004,2004-08-29,Athletics,0,0,1,1,Musa Audu
Jaroslav Bába,19.0,Czech Republic,2004,2004-08-29,Athletics,0,0,1,1,Jaroslav Baba
Aleen Bailey,23.0,Jamaica,2004,2004-08-29,Athletics,1,0,0,1,Aleen Bailey
Stefano Baldini,33.0,Italy,2004,2004-08-29,Athletics,1,0,0,1,Stefano Baldini
Hasna Benhassi,26.0,Morocco,2004,2004-08-29,Athletics,0,1,0,1,Hasna Benhassi
Yuriy Bilonoh,30.0,Ukraine,2004,2004-08-29,Athletics,1,0,0,1,Yuriy Bilonoh
Yury Borzakovsky,23.0,Russia,2004,2004-08-29,Athletics,1,0,0,1,Yury Borzakovsky
Ivano Brugnetti,27.0,Italy,2004,2004-08-29,Athletics,1,0,0,1,Ivano Brugnetti
Michelle Burgher,27.0,Jamaica,2004,2004-08-29,Athletics,0,0,1,1,Michelle Burgher
Daniil Burkenya,26.0,Russia,2004,2004-08-29,Athletics,0,0,1,1,Daniil Burkenya
Darren Campbell,30.0,Great Britain,2004,2004-08-29,Athletics,1,0,0,1,Darren Campbell
Jolanda Ceplak,27.0,Slovenia,2004,2004-08-29,Athletics,0,0,1,1,Jolanda Ceplak
Maria Cioncan,27.0,Romania,2004,2004-08-29,Athletics,0,0,1,1,Maria Cioncan
Bryan Clay,24.0,United States,2004,2004-08-29,Athletics,0,1,0,1,Bryan Clay
Crystal Cox,25.0,United States,2004,2004-08-29,Athletics,1,0,0,1,Crystal Cox
Yunaika Crawford,21.0,Cuba,2004,2004-08-29,Athletics,0,0,1,1,Yunaika Crawford
Yumileidi Cumbá,29.0,Cuba,2004,2004-08-29,Athletics,1,0,0,1,Yumileidi Cumba
Nadia Davy,23.0,Jamaica,2004,2004-08-29,Athletics,0,0,1,1,Nadia Davy
Vanderlei de Lima,35.0,Brazil,2004,2004-08-29,Athletics,0,0,1,1,Vanderlei de Lima
Nathan Deakes,27.0,Australia,2004,2004-08-29,Athletics,0,0,1,1,Nathan Deakes
Meseret Defar,20.0,Ethiopia,2004,2004-08-29,Athletics,1,0,0,1,Meseret Defar
Pigi Devetzi,28.0,Greece,2004,2004-08-29,Athletics,0,1,0,1,Pigi Devetzi
Marlon Devonish,28.0,Great Britain,2004,2004-08-29,Athletics,1,0,0,1,Marlon Devonish
Ejegayehu Dibaba,22.0,Ethiopia,2004,2004-08-29,Athletics,0,1,0,1,Ejegayehu Dibaba
Tirunesh Dibaba,19.0,Ethiopia,2004,2004-08-29,Athletics,0,0,1,1,Tirunesh Dibaba
Deena Drossin-Kastor,31.0,United States,2004,2004-08-29,Athletics,0,0,1,1,Deena Drossin Kastor
Pat Dwyer,26.0,Australia,2004,2004-08-29,Athletics,0,1,0,1,Pat Dwyer
Aaron Egbele,25.0,Nigeria,2004,2004-08-29,Athletics,0,0,1,1,Aaron Egbele
Uchenna Emedolu,27.0,Nigeria,2004,2004-08-29,Athletics,0,0,1,1,Uchenna Emedolu
Olusoji Fasuba,20.0,Nigeria,2004,2004-08-29,Athletics,0,0,1,1,Olusoji Fasuba
Allyson Felix,18.0,United States,2004,2004-08-29,Athletics,0,1,0,1,Allyson Felix
Sylviane Félix,26.0,France,2004,2004-08-29,Athletics,0,0,1,1,Sylviane Felix
Svetlana Feofanova,24.0,Russia,2004,2004-08-29,Athletics,0,1,0,1,Svetlana Feofanova
Debbie Ferguson-McKenzie,28.0,Bahamas,2004,2004-08-29,Athletics,0,0,1,1,Debbie Ferguson McKenzie
Francisco Javier Fernández,27.0,Spain,2004,2004-08-29,Athletics,0,1,0,1,Francisco Javier Fernandez
Tatyana Firova,21.0,Russia,2004,2004-08-29,Athletics,0,1,0,1,Tatyana Firova
Olga Fyodorova,21.0,Russia,2004,2004-08-29,Athletics,0,1,0,1,Olga Fyodorova
Anier García,28.0,Cuba,2004,2004-08-29,Athletics,0,0,1,1,Anier Garcia
Jason Gardener,28.0,Great Britain,2004,2004-08-29,Athletics,1,0,0,1,Jason Gardener
Giuseppe Gibilisco,25.0,Italy,2004,2004-08-29,Athletics,0,0,1,1,Giuseppe Gibilisco
Ana Guevara,27.0,Mexico,2004,2004-08-29,Athletics,0,1,0,1,Ana Guevara
Joanna Hayes,27.0,United States,2004,2004-08-29,Athletics,1,0,0,1,Joanna Hayes
Matt Hemingway,31.0,United States,2004,2004-08-29,Athletics,0,1,0,1,Matt Hemingway
Monique Henderson,21.0,United States,2004,2004-08-29,Athletics,1,0,0,1,Monique Henderson
Monique Hennagan,28.0,United States,2004,2004-08-29,Athletics,1,0,0,1,Monique Hennagan
Clinton Hill,24.0,Australia,2004,2004-08-29,Athletics,0,1,0,1,Clinton Hill
Stefan Holm,28.0,Sweden,2004,2004-08-29,Athletics,1,0,0,1,Stefan Holm
Muriel Hurtis-Houairi,25.0,France,2004,2004-08-29,Athletics,0,0,1,1,Muriel Hurtis Houairi
Yelena Isinbayeva,22.0,Russia,2004,2004-08-29,Athletics,1,0,0,1,Yelena Isinbayeva
Nataliya Ivanova,23.0,Russia,2004,2004-08-29,Athletics,0,1,0,1,Nataliya Ivanova
Olimpiada Ivanova,33.0,Russia,2004,2004-08-29,Athletics,0,1,0,1,Olimpiada Ivanova
Godday James,20.0,Nigeria,2004,2004-08-29,Athletics,0,0,1,1,Godday James
Dmitry Karpov,23.0,Kazakhstan,2004,2004-08-29,Athletics,0,0,1,1,Dmitry Karpov
Meb Keflezighi,29.0,United States,2004,2004-08-29,Athletics,0,1,0,1,Meb Keflezighi
Naman Keïta,26.0,France,2004,2004-08-29,Athletics,0,0,1,1,Naman Keita
Anastasia Kelesidou,31.0,Greece,2004,2004-08-29,Athletics,0,1,0,1,Anastasia Kelesidou
Ezekiel Kemboi,22.0,Kenya,2004,2004-08-29,Athletics,1,0,0,1,Ezekiel Kemboi
Irina Khabarova,38.0,Russia,2004,2004-08-29,Athletics,0,1,0,1,Irina Khabarova
Fani Khalkia,25.0,Greece,2004,2004-08-29,Athletics,1,0,0,1,Fani Khalkia
Eliud Kipchoge,19.0,Kenya,2004,2004-08-29,Athletics,0,0,1,1,Eliud Kipchoge
Wilson Kipketer,33.0,Denmark,2004,2004-08-29,Athletics,0,0,1,1,Wilson Kipketer
Brimin Kipruto,19.0,Kenya,2004,2004-08-29,Athletics,0,1,0,1,Brimin Kipruto
Nadine Kleinert-Schmitt,28.0,Germany,2004,2004-08-29,Athletics,0,1,0,1,Nadine Kleinert Schmitt
Carolina Klüft,21.0,Sweden,2004,2004-08-29,Athletics,1,0,0,1,Carolina Kluft
Paul Kipsiele Koech,22.0,Kenya,2004,2004-08-29,Athletics,0,0,1,1,Paul Kipsiele Koech
Robert Korzeniowski,36.0,Poland,2004,2004-08-29,Athletics,1,0,0,1,Robert Korzeniowski
Tatyana Kotova,27.0,Russia,2004,2004-08-29,Athletics,0,0,1,1,Tatyana Kotova
Zoltán Kovágó,25.0,Hungary,2004,2004-08-29,Athletics,0,1,0,1,Zoltan Kovago
Olesya Krasnomovets,25.0,Russia,2004,2004-08-29,Athletics,0,1,0,1,Olesya Krasnomovets
Svetlana Krivelyova,35.0,Russia,2004,2004-08-29,Athletics,0,0,1,1,Svetlana Krivelyova
Larisa Kruglova,31.0,Russia,2004,2004-08-29,Athletics,0,1,0,1,Larisa Kruglova
Olga Kuzenkova,33.0,Russia,2004,2004-08-29,Athletics,1,0,0,1,Olga Kuzenkova
Bernard Lagat,29.0,Kenya,2004,2004-08-29,Athletics,0,1,0,1,Bernard Lagat
Tayna Lawrence,28.0,Jamaica,2004,2004-08-29,Athletics,1,0,0,1,Tayna Lawrence
Mark Lewis-Francis,21.0,Great Britain,2004,2004-08-29,Athletics,1,0,0,1,Mark Lewis Francis
Liu Xiang,21.0,China,2004,2004-08-29,Athletics,1,0,0,1,Liu Xiang
Tim Mack,31.0,United States,2004,2004-08-29,Athletics,1,0,0,1,Tim Mack
Sergey Makarov,31.0,Russia,2004,2004-08-29,Athletics,0,0,1,1,Sergey Makarov
Véronique Mang,19.0,France,2004,2004-08-29,Athletics,0,0,1,1,Veronique Mang
Mirela Maniani-Tzelili,27.0,Greece,2004,2004-08-29,Athletics,0,0,1,1,Mirela Maniani Tzelili
Joan Lino Martínez,26.0,Spain,2004,2004-08-29,Athletics,0,0,1,1,Joan Lino Martinez
Françoise Mbango,28.0,Cameroon,2004,2004-08-29,Athletics,1,0,0,1,Francoise Mbango
Beverly McDonald,34.0,Jamaica,2004,2004-08-29,Athletics,1,0,0,1,Beverly McDonald
Danny McFarlane,32.0,Jamaica,2004,2004-08-29,Athletics,0,1,0,1,Danny McFarlane
Osleidys Menéndez,24.0,Cuba,2004,2004-08-29,Athletics,1,0,0,1,Osleidys Menendez
Coby Miller,27.0,United States,2004,2004-08-29,Athletics,0,1,0,1,Coby Miller
John Moffitt,23.0,United States,2004,2004-08-29,Athletics,0,1,0,1,John Moffitt
Yipsi Moreno,23.0,Cuba,2004,2004-08-29,Athletics,0,1,0,1,Yipsi Moreno
Melissa Morrison,33.0,United States,2004,2004-08-29,Athletics,0,0,1,1,Melissa Morrison
Mbulaeni Mulaudzi,23.0,South Africa,2004,2004-08-29,Athletics,0,1,0,1,Mbulaeni Mulaudzi
Koji Murofushi,29.0,Japan,2004,2004-08-29,Athletics,1,0,0,1,Koji Murofushi
Nataliya Nazarova,25.0,Russia,2004,2004-08-29,Athletics,0,1,0,1,Nataliya Nazarova
Catherine Ndereba,32.0,Kenya,2004,2004-08-29,Athletics,0,1,0,1,Catherine Ndereba
Adam Nelson,29.0,United States,2004,2004-08-29,Athletics,0,1,0,1,Adam Nelson
Steffi Nerius,32.0,Germany,2004,2004-08-29,Athletics,0,1,0,1,Steffi Nerius
Yuliya Nesterenko,25.0,Belarus,2004,2004-08-29,Athletics,1,0,0,1,Yuliya Nesterenko
Denis Nizhegorodov,24.0,Russia,2004,2004-08-29,Athletics,0,1,0,1,Denis Nizhegorodov
Mizuki Noguchi,26.0,Japan,2004,2004-08-29,Athletics,1,0,0,1,Mizuki Noguchi
Francis Obikwelu,25.0,Portugal,2004,2004-08-29,Athletics,0,1,0,1,Francis Obikwelu
Isabella Ochichi,24.0,Kenya,2004,2004-08-29,Athletics,0,1,0,1,Isabella Ochichi
Joachim Olsen,27.0,Denmark,2004,2004-08-29,Athletics,0,0,1,1,Joachim Olsen
Christian Olsson,24.0,Sweden,2004,2004-08-29,Athletics,1,0,0,1,Christian Olsson
Marian Oprea,22.0,Romania,2004,2004-08-29,Athletics,0,1,0,1,Marian Oprea
Mark Ormrod,21.0,Australia,2004,2004-08-29,Athletics,0,1,0,1,Mark Ormrod
Olena Ovcharova-Krasovska,28.0,Ukraine,2004,2004-08-29,Athletics,0,1,0,1,Olena Ovcharova Krasovska
Darvis Patton,26.0,United States,2004,2004-08-29,Athletics,0,1,0,1,Darvis Patton
Dwight Phillips,26.0,United States,2004,2004-08-29,Athletics,1,0,0,1,Dwight Phillips
Sandie Richards,35.0,Jamaica,2004,2004-08-29,Athletics,0,0,1,1,Sandie Richards
Sanya Richards-Ross,19.0,United States,2004,2004-08-29,Athletics,1,0,0,1,Sanya Richards Ross
Moushaumi Robinson,23.0,United States,2004,2004-08-29,Athletics,1,0,0,1,Moushaumi Robinson
Andrew Rock,22.0,United States,2004,2004-08-29,Athletics,1,0,0,1,Andrew Rock
Anna Rogowska,23.0,Poland,2004,2004-08-29,Athletics,0,0,1,1,Anna Rogowska
Nataliya Sadova,32.0,Russia,2004,2004-08-29,Athletics,1,0,0,1,Nataliya Sadova
Félix Sánchez,26.0,Dominican Republic,2004,2004-08-29,Athletics,1,0,0,1,Felix Sanchez
Jane Saville,29.0,Australia,2004,2004-08-29,Athletics,0,0,1,1,Jane Saville
Roman Šebrle,29.0,Czech Republic,2004,2004-08-29,Athletics,1,0,0,1,Roman Sebrle
Sileshi Sihine,21.0,Ethiopia,2004,2004-08-29,Athletics,0,1,0,1,Sileshi Sihine
Rui Silva,27.0,Portugal,2004,2004-08-29,Athletics,0,0,1,1,Rui Silva
Irina Simagina,22.0,Russia,2004,2004-08-29,Athletics,0,1,0,1,Irina Simagina
Sherone Simpson,20.0,Jamaica,2004,2004-08-29,Athletics,1,0,0,1,Sherone Simpson
Austra Skujyte,25.0,Lithuania,2004,2004-08-29,Athletics,0,1,0,1,Austra Skujyte
Yelena Slesarenko,22.0,Russia,2004,2004-08-29,Athletics,1,0,0,1,Yelena Slesarenko
Ronetta Smith,24.0,Jamaica,2004,2004-08-29,Athletics,0,0,1,1,Ronetta Smith
Kelly Sotherton,27.0,Great Britain,2004,2004-08-29,Athletics,0,0,1,1,Kelly Sotherton
John Steffensen,21.0,Australia,2004,2004-08-29,Athletics,0,1,0,1,John Steffensen
Toby Stevenson,27.0,United States,2004,2004-08-29,Athletics,0,1,0,1,Toby Stevenson
Vita Stopina,28.0,Ukraine,2004,2004-08-29,Athletics,0,0,1,1,Vita Stopina
Hestrie Storbeck-Cloete,26.0,South Africa,2004,2004-08-29,Athletics,0,1,0,1,Hestrie Storbeck Cloete
Yuliya Tabakova,24.0,Russia,2004,2004-08-29,Athletics,0,1,0,1,Yuliya Tabakova
Zersenay Tadesse,22.0,Eritrea,2004,2004-08-29,Athletics,0,0,1,1,Zersenay Tadesse
Aleksander Tammert,31.0,Estonia,2004,2004-08-29,Athletics,0,0,1,1,Aleksander Tammert
Ionela Târlea-Manolache,28.0,Romania,2004,2004-08-29,Athletics,0,1,0,1,Ionela Tarlea Manolache
Tetiana Tereshchuk-Antypova,34.0,Ukraine,2004,2004-08-29,Athletics,0,0,1,1,Tetiana Tereshchuk Antypova
Andreas Thorkildsen,22.0,Norway,2004,2004-08-29,Athletics,1,0,0,1,Andreas Thorkildsen
Ivan Tikhon,28.0,Belarus,2004,2004-08-29,Athletics,0,1,0,1,Ivan Tikhon
Tatyana Tomashova,29.0,Russia,2004,2004-08-29,Athletics,0,1,0,1,Tatyana Tomashova
Terrence Trammell,25.0,United States,2004,2004-08-29,Athletics,0,1,0,1,Terrence Trammell
DeeDee Trotter,21.0,United States,2004,2004-08-29,Athletics,1,0,0,1,DeeDee Trotter
Athanasia Tsoumeleka,22.0,Greece,2004,2004-08-29,Athletics,1,0,0,1,Athanasia Tsoumeleka
Derartu Tulu,32.0,Ethiopia,2004,2004-08-29,Athletics,0,0,1,1,Derartu Tulu
Enefiok Udo-Obong,22.0,Nigeria,2004,2004-08-29,Athletics,0,0,1,1,Enefiok Udo Obong
Vadims Vasilevskis,22.0,Latvia,2004,2004-08-29,Athletics,0,1,0,1,Vadims Vasilevskis
Aleksey Voyevodin,34.0,Russia,2004,2004-08-29,Athletics,0,0,1,1,Aleksey Voyevodin
Saul Weigopwa,18.0,Nigeria,2004,2004-08-29,Athletics,0,0,1,1,Saul Weigopwa
Bernard Williams III,26.0,United States,2004,2004-08-29,Athletics,0,1,0,1,Bernard Williams III
Lauryn Williams,20.0,United States,2004,2004-08-29,Athletics,0,1,0,1,Lauryn Williams
Tonique Williams-Darling,28.0,Bahamas,2004,2004-08-29,Athletics,1,0,0,1,Tonique Williams Darling
Novlene Williams-Mills,22.0,Jamaica,2004,2004-08-29,Athletics,0,0,1,1,Novlene Williams Mills
Darold Williamson,21.0,United States,2004,2004-08-29,Athletics,1,0,0,1,Darold Williamson
Kelly Willie,21.0,United States,2004,2004-08-29,Athletics,1,0,0,1,Kelly Willie
Xing Huina,20.0,China,2004,2004-08-29,Athletics,1,0,0,1,Xing Huina
Irina Yatchenko,38.0,Belarus,2004,2004-08-29,Athletics,0,0,1,1,Irina Yatchenko
Olesya Zykina,23.0,Russia,2004,2004-08-29,Athletics,0,1,0,1,Olesya Zykina
Gezahgne Abera,22.0,Ethiopia,2000,2000-10-01,Athletics,1,0,0,1,Gezahgne Abera
Hadi Soua'an Al-Somaily,23.0,Saudi Arabia,2000,2000-10-01,Athletics,0,1,0,1,Hadi Soua an Al Somaily
Virgilijus Alekna,28.0,Lithuania,2000,2000-10-01,Athletics,1,0,0,1,Virgilijus Alekna
Glory Alozie,22.0,Nigeria,2000,2000-10-01,Athletics,0,1,0,1,Glory Alozie
Andrea Anderson,23.0,United States,2000,2000-10-01,Athletics,1,0,0,1,Andrea Anderson
Vladimir Andreyev,34.0,Russia,2000,2000-10-01,Athletics,0,0,1,1,Vladimir Andreyev
Igor Astapkovich,37.0,Belarus,2000,2000-10-01,Athletics,0,0,1,1,Igor Astapkovich
Nduka Awazie,19.0,Nigeria,2000,2000-10-01,Athletics,1,0,0,1,Nduka Awazie
Sanjay Ayre,20.0,Jamaica,2000,2000-10-01,Athletics,0,1,0,1,Sanjay Ayre
Steve Backley,31.0,Great Britain,2000,2000-10-01,Athletics,0,1,0,1,Steve Backley
Sunday Bada,31.0,Nigeria,2000,2000-10-01,Athletics,1,0,0,1,Sunday Bada
Violeta Beclea-Szekely,35.0,Romania,2000,2000-10-01,Athletics,0,1,0,1,Violeta Beclea Szekely
Kajsa Bergqvist,23.0,Sweden,2000,2000-10-01,Athletics,0,0,1,1,Kajsa Bergqvist
Nezha Bidouane,31.0,Morocco,2000,2000-10-01,Athletics,0,0,1,1,Nezha Bidouane
Michael Blackwood,22.0,Jamaica,2000,2000-10-01,Athletics,0,1,0,1,Michael Blackwood
Wilson Boit Kipketer,26.0,Kenya,2000,2000-10-01,Athletics,0,1,0,1,Wilson Boit Kipketer
Kenny Brokenburr,31.0,United States,2000,2000-10-01,Athletics,1,0,0,1,Kenny Brokenburr
Chris Brown,21.0,Bahamas,2000,2000-10-01,Athletics,0,0,1,1,Chris Brown
Michelle Burgher,23.0,Jamaica,2000,2000-10-01,Athletics,0,1,0,1,Michelle Burgher
Darren Campbell,27.0,Great Britain,2000,2000-10-01,Athletics,0,1,0,1,Darren Campbell
Veronica Campbell-Brown,18.0,Jamaica,2000,2000-10-01,Athletics,0,1,0,1,Veronica Campbell Brown
José A. César,22.0,Cuba,2000,2000-10-01,Athletics,0,0,1,1,Jose A  Cesar
